Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,calories (product.metafields.custom.calories),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tiguar-air-disc-purple,Tiguar Air Disc-Purple,"<p data-mce-fragment=""1"">Tiguar air disc is chosen for fitness clubs, rehabilitation centers and professional sports preparation centers - wherever above-average durability and quality of workmanship are important, allowing for many years of safe operation of sports equipment.</p>
<p data-mce-fragment=""1"">Exercises that use the whole weight of the person exercising - standing on the disc - require reliability from the equipment, which in the tiguar disc is guaranteed by thick, high-quality rubber resistant to high pressure, stretching, sagging and cracking.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">A disc that will work not only in the training room</strong></p>
<p data-mce-fragment=""1"">The tiguar disc can also be extremely helpful in eliminating back pain caused by a sedentary lifestyle - sitting on an unstable disc will force your core muscles to work, strengthening them and thus relieving the spine.</p>",Tiguar,Sporting Goods,"","",true,Color,Purple,,,,,,,,"",0.0,,0,deny,manual,75.00,114.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-air-disc-TI-AD0011.jpg?v=1713622809,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-air-disc-TI-AD0011.jpg?v=1713622809,kg,,,active
tiguar-air-disc-purple,,,,,,,,,Olive,,,,,,,,"",0.0,,0,deny,manual,75.00,114.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-air-disc-TI-AD0012.jpg?v=1713622809,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-air-disc-TI-AD0012.jpg?v=1713622809,kg,,,
tiguar-air-disc-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-air-disc-TI-AD0011-1.jpg?v=1713622810,3,"",,,,,,,,,,,,,,,
tiguar-powerbag-v3,Tiguar Powerbag V3,"<p data-mce-fragment=""1"">Powerbags can be a replacement for dumbbells, barbells or kettlebells, being an interesting solution in endurance and strength training. They do not have a stable center of gravity, which causes even greater involvement of muscle fibers during exercise. They are ideal for strengthening grip strength. They can be thrown and caught.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">design to prevent sand spillage</li>
<li data-mce-fragment=""1"">additional handles that allow you to use the powerbag as a bulgarian bag</li>
<li data-mce-fragment=""1"">the use of specialized material with increased resistance to tearing and abrasion</li>
<li data-mce-fragment=""1"">reinforced envelope seams, the use of titanium threads</li>
<li data-mce-fragment=""1"">shape-retaining reinforced structure</li>
<li data-mce-fragment=""1"">use of hard filling foam</li>
<li data-mce-fragment=""1"">the sand, isolated from the influence of moisture, retains its weight</li>
<li data-mce-fragment=""1"">waterproof and non-slip material for outdoor training</li>
<li data-mce-fragment=""1"">use of a reinforced handle</li>
<li data-mce-fragment=""1"">the use of polyester belts with a strength of 400 kg</li>
</ul>",Tiguar,Sporting Goods,"","",true,Weight,5 kg,,,,,,,,"",0.0,,0,deny,manual,232.00,387.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-powerbag-TI-PB005V3.jpg?v=1713622672,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-powerbag-TI-PB005V3.jpg?v=1713622672,kg,,,active
tiguar-powerbag-v3,,,,,,,,,10 kg,,,,,,,,"",0.0,,0,deny,manual,254.00,423.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-powerbag-TI-PB010V3.jpg?v=1713622671,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-powerbag-TI-PB010V3.jpg?v=1713622671,kg,,,
tiguar-speed-ladder-set-3-pcs-of-speed-ladder,Tiguar Speed Ladder - Set (3 Pcs Of Speed Ladder),"<p data-mce-fragment=""1"">A module, coordination speed ladder GT by tiguar is a multipurpose accessory for sportsmen and instructors.  The conception of Jakub Podgórski, the founder of GT, has been converted into the innovative training solution by the tiguar brand. The individual rungs can be attached in many ways with a magnet, which enables enormous amount  of combinations and settings. This makes it possible to train various motoric skills, particularly speed and coordination. The speed ladder GT by tiguar is light, easy-to-use and very sturdy, which makes it work well in almost all conditions.</p>
<p data-mce-fragment=""1"">Sizes and colours include:</p>
<p data-mce-fragment=""1"">40 x 40 cm — yellow</p>",BodyBar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,118.00,195.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-set-3-pcs-of-speed-ladder-DR-GT0003.jpg?v=1713622597,1,"",false,,,,,,,,,,,kg,,,active
tiguar-speed-ladder-set-3-pcs-of-speed-ladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-set-3-pcs-of-speed-ladder--DR-GT0003-1.jpg?v=1713622597,2,"",,,,,,,,,,,,,,,
tiguar-speed-ladder-set-3-pcs-of-speed-ladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-set-3-pcs-of-speed-ladder--DR-GT0003-2.jpg?v=1713622597,3,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,Tiguar Yoga Bolster Pillow,"<p data-mce-fragment=""1"">The tiguar bolster is an accessory useful for yoga, relaxation, as well as meditation and stretching. It was made of environmentally friendly materials of organic origin. It is filled with buckwheat, which gives flexibility, is easy to shape, thanks to which the bolster adapts to the shape of the body, giving a sense of comfort and security.</p>
<p data-mce-fragment=""1"">Tiguar bolster is an accessory useful for practicing yoga, and relaxation, as well as for meditation, and stretching. It was made of environmentally friendly materials of organic origin.</p>
<p data-mce-fragment=""1"">Tiguar bolster is the perfect solution for practicing yoga and relaxation. It provides support when performing asanas, and is especially effective in inverted and twisting positions.</p>
<p data-mce-fragment=""1"">Examples of asanas for which you can use a bolster are Balasana (child's propped up position), Supta-virasana (recumbent warrior), Supta Baddha Konasana (recumbent captured angle) or Savasana.</p>
<h3 data-mce-fragment=""1"">Advantages of a buckwheat-filled bolster</h3>
<p data-mce-fragment=""1"">Buckwheat bolster is <strong data-mce-fragment=""1"">heavy</strong>, <strong data-mce-fragment=""1"">hard,</strong> and <strong data-mce-fragment=""1"">flexible</strong>. Thanks to this, it does not deform, does not heat up, and has anti-sweat properties.</p>
<p data-mce-fragment=""1"">Buckwheat gives flexibility, and is easy to shape, thanks to which the <strong data-mce-fragment=""1"">bolster adapts to the shape of the body</strong>, giving a sense of comfort and safety. The use of an additional cover increases durability and prevents the load from spilling out, it also facilitates washing and cleaning. In addition, the buckwheat filling ensures air circulation, which increases the comfort of training.</p>
<h3 data-mce-fragment=""1"">Environmentally friendly materials</h3>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Organic cotton fabric</strong> was used in the bolster. On the other hand, the print on the fabric is made <strong data-mce-fragment=""1"">of ecological paints</strong>. This is an expression of concern for ecology - it is a characteristic feature of most products from the tiguar yoga line.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">STRENGTHS</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">materials of organic origin</li>
<li data-mce-fragment=""1"">durable, certified material</li>
<li data-mce-fragment=""1"">cylindrical shape</li>
<li data-mce-fragment=""1"">reinforced seams at the corners and handle</li>
<li data-mce-fragment=""1"">handy, specially stiffened handle ensuring comfort</li>
<li data-mce-fragment=""1"">Polish production</li>
<li data-mce-fragment=""1"">available colors: plum, sea, graphite</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">APPLICATION</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">yoga</li>
<li data-mce-fragment=""1"">relaxation</li>
<li data-mce-fragment=""1"">stretching</li>
<li data-mce-fragment=""1"">meditation</li>
</ul>",Tiguar,Sporting Goods,"","",true,Color,Purple,,,,,,,,"",0.0,,0,deny,manual,196.00,328.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRS.jpg?v=1713622452,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRS-1.jpg?v=1713622452,kg,,,active
tiguar-yoga-bolster-pillow,,,,,,,,,Marine,,,,,,,,"",0.0,,0,deny,manual,196.00,328.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRS-1.jpg?v=1713622452,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRM-1.jpg?v=1713622491,kg,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRS-2.jpg?v=1713622452,3,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRM.jpg?v=1713622491,4,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRM-1.jpg?v=1713622491,5,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRM-2.jpg?v=1713622491,6,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-bolster-pillow-TI-BOGRS-3.jpg?v=1713622491,7,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-bolster-pillow-TI-BOGRS-5.jpg?v=1713622491,8,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-bolster-pillow-TI-BOGRS-6.jpg?v=1713622491,9,"",,,,,,,,,,,,,,,
tiguar-yoga-bolster-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-bolster-pillow-TI-BOGRS-4.jpg?v=1713622491,10,"",,,,,,,,,,,,,,,
tiguar-yoga-blanket-trimming-finish-grey,Tiguar Yoga Blanket - Trimming Finish (Grey),"<p data-mce-fragment=""1"">Indispensable in yoga practice. It is ideal as a support in many asanas and as a covering during relaxation. It is made of 100% recycled materials. The blanket, due to its neutral colour, is easy to keep clean. The trim finish protects the edges of the blanket from fraying.</p>
<p data-mce-fragment=""1"">Sizes and colours include:</p>
<p data-mce-fragment=""1"">MATERIAL: polyester – 30%, cotton – 20%, acrylic – 20%, polypropylene – 10%, polyamide – 10%, polyethylene – 10%.</p>
<p data-mce-fragment=""1"">12 month warranty</p>
<p data-mce-fragment=""1"">The new tiguar yoga blanket, available in two versions - trimmed with trimming or overlock - is an indispensable piece of yoga equipment, made of 100% recycled materials.</p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">New, better quality</strong></h3>
<p data-mce-fragment=""1"">Yoga is a natural way to take care of your body and mind, and we want to create aids for you in the most natural and environmentally friendly way that will make your practice even more effective. That is why our new blanket not only has a new, beautiful color, pattern and increased thickness, but most importantly - it was made of materials that, instead of polluting the environment, got a new life! The tiguar yoga blanket is made of 100% recycled materials.</p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Constant functionality</strong></h3>
<p data-mce-fragment=""1"">The yoga blanket is ideal as an aid in many asanas and as a cover for relaxation. You can put a folded blanket in the supine or back positions, use it in sitting and inverted positions, it will also be helpful in kneeling positions for people with more sensitive knees. Due to its neutral color, the blanket is easy to keep clean.</p>
<p data-mce-fragment=""1"">The trim finish protects the edges of the blanket from fraying, which is why it is a good choice for fitness clubs, schools and yoga studios where many people use yoga aids for many hours a day. On the other hand, the overlock finish gives the blanket a raw, ascetic look that perfectly harmonizes with the nature of yoga. Choose the version that's perfect for you!</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,82.00,137.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-blanket-trimming-finish-grey-TI-JL001V2.jpg?v=1713622340,1,"",false,,,,,,,,,,,kg,,,active
tiguar-yoga-blanket-trimming-finish-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-blanket-trimming-finish-grey-TI-JL001V2-1.jpg?v=1713622339,2,"",,,,,,,,,,,,,,,
tiguar-yoga-blanket-trimming-finish-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-blanket-trimming-finish-grey-TI-JL001V2-2.jpg?v=1713622339,3,"",,,,,,,,,,,,,,,
tiguar-yoga-blanket-trimming-finish-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-blanket-trimming-finish-grey-TI-JL001V2-3.jpg?v=1713622339,4,"",,,,,,,,,,,,,,,
tiguar-yoga-blanket-trimming-finish-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-blanket-trimming-finish-grey-TI-JL001V2-4.jpg?v=1713622340,5,"",,,,,,,,,,,,,,,
tiguar-lock-jaw-collars-pair,Tiguar Lock-jaw collars (pair),"<p data-mce-fragment=""1"">Lock-jaw tiguar plastic clamps are the most popular type of clamps. Easy to use, perfectly supporting the load on the bar, with an interesting design. It is a very durable solution that can be operated without force because the clasp works like a lever. Clamps are made of very good quality plastic, connected with screws. The product is sold in sets of 2.</p>
<p data-mce-fragment=""1"">Dimensions and colors:</p>
<p data-mce-fragment=""1"">diameter: 50 mm</p>
<p data-mce-fragment=""1"">black colour</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,35.00,53.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-lock-jaw-collars-pair-TI-WZ0002.jpg?v=1713622254,1,"",false,,,,,,,,,,,kg,,,active
tiguar-lock-jaw-collars-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-lock-jaw-collars-pair-TI-WZ0002-1.jpg?v=1713622254,2,"",,,,,,,,,,,,,,,
tiguar-medicine-ball-with-handles-6kg,Tiguar Medicine Ball With Handles-6Kg,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Rough surface allowing a firm grip</li>
<li data-mce-fragment=""1"">comfortable handles in higher weights</li>
<li data-mce-fragment=""1"">unique design and colors</li>
</ul>
<p data-mce-fragment=""1"">You can use medicine balls as a load in exercises in a standing, sitting and lying position, you can use them for exercises in supports, as well as for pairs of throws. However, they should not be thrown against the wall or the floor. Tiguar wall ball HARD balls are intended for throws against the wall, and tiguar slam balls for throws against the floor.</p>
<p data-mce-fragment=""1"">Tiguar medicine balls, made of rubber and filled with air, are functional equipment that allows you to effectively strengthen the entire body.</p>
<p data-mce-fragment=""1"">The number of exercises that the Medicine Ball can help you increase your muscle strength and improve your overall fitness is endless. In addition, the availability of as many as 10 weights, from 1 to 10 kg, allows gradual progress and adaptation of a specific weight to your needs and capabilities.</p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Convenience in every gram</strong></h3>
<p data-mce-fragment=""1"">Our balls for strengthening and rehabilitation exercises, also helpful in working on coordination and endurance, are covered with a rough rubber surface, preventing them from slipping out of the hands. Thanks to this, your grip is sure, and you can focus on what is most important, i.e. on the appropriate technique and pace of exercises. The small diameter of the balls in weights from 1 to 4 kg allows you to comfortably hold the ball in your hands, and for even greater comfort during training with higher weights, we have equipped the balls from 5 to 10 kg with comfortable handles. Thanks to this design, tiguar medicine balls are modern not only in design but also in their functionality!</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">5 kg - plum (with handles)</li>
<li data-mce-fragment=""1"">6 kg - marine (with handles)</li>
<li data-mce-fragment=""1"">7 kg - olive (with handles)</li>
<li data-mce-fragment=""1"">8 kg - light gray (with handles)</li>
<li data-mce-fragment=""1"">9 kg - raspberry (with handles)</li>
<li data-mce-fragment=""1"">10 kg - eggplant (with handles)</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">During use</strong></p>
<p data-mce-fragment=""1"">Store away from UV rays, and organic and inorganic solvents. After use, it is good to wipe the ball with a damp cloth and put it to dry in a suitable place.</p>",Tiguar,Sporting Goods,"","",true,Weight,5 kg,,,,,,,,"",0.0,,0,deny,manual,219.00,366.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU005.jpg?v=1713622062,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU005.jpg?v=1713622062,kg,,,active
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,6 kg,,,,,,,,"",0.0,,0,deny,manual,248.00,414.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU006.jpg?v=1713622061,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU006.jpg?v=1713622061,kg,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,7 kg,,,,,,,,"",0.0,,0,deny,manual,278.00,463.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU007.jpg?v=1713622061,3,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU007.jpg?v=1713622061,kg,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,8 kg,,,,,,,,"",0.0,,0,deny,manual,308.00,512.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU008.jpg?v=1713622062,4,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU008.jpg?v=1713622062,kg,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,9 kg,,,,,,,,"",0.0,,0,deny,manual,336.00,560.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU009.jpg?v=1713622062,5,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU009.jpg?v=1713622062,kg,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,10 kg,,,,,,,,"",0.0,,0,deny,manual,305.00,609.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU010.jpg?v=1713622061,6,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU010.jpg?v=1713622061,kg,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU006-1.jpg?v=1713622061,7,"",,,,,,,,,,,,,,,
tiguar-medicine-ball-with-handles-6kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-medicine-ball-with-handles-TI-PLU006-2.jpg?v=1713622061,8,"",,,,,,,,,,,,,,,
